id,content,dined_at,submitted_at,user,rating,images,restaurant_id,response,helpfulness
OT-10170-2101436944-380081356648,"Irre, einfach irre.

Uns fehlen immernoch die Worte. Wir hatten einen fantastischen Abend bei Euch.

Service top, Essen top.... Wahnsinn, einfach Wahnsinn!!!!",2026-04-13T15:00:00Z,2026-04-13T20:59:56Z,"{'name': 'Katarina', 'number_of_reviews': 3, 'location': 'Berlin'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '93080014', 'timestamp': '2026-04-13T21:00:00Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=640&height=360'}]}, {'id': '93080015', 'timestamp': '2026-04-13T21:00:00Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=640&height=360'}]}, {'id': '93080016', 'timestamp': '2026-04-13T21:00:00Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Liebe Katarina,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre warmen Worte. Es freut uns sehr, dass Sie einen gelungenen Abend bei uns verbracht haben und Service wie Küche überzeugen konnten.\n\nWir wissen Ihr Feedback zu schätzen und freuen uns darauf, Sie bald wieder im Vox Restaurant begrüßen zu dürfen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:01:29Z'}",
OT-10170-2101438362-360088436526,"Sehr freundliche und kompetente Bedienung.
Wir waren von der Vielfalt des Speiseangebotes überrascht. Wir hatten uns  eine exzellente große Sushi- Platte sowie das 5-Gang Menü gegönnt. Alle Gerichte waren auf ganz hohem Niveau zubereitet und waren extrem lecker. Das Dessert war die Krönung „bestes Cremé Brûllée“, welches in den letzten Jahren gekostet habe. Das VOX in Berlin kann ich allen Gourmet-Freunden wärmsten empfehlen.",2026-04-11T16:30:00Z,2026-04-12T21:29:47Z,"{'name': 'Günther', 'number_of_reviews': 5, 'location': 'SH'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 4, 'value': 5, 'noise': 'Quiet'}","[{'id': '93044076', 'timestamp': '2026-04-12T21:29:42Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=640&height=360'}]}, {'id': '93044073', 'timestamp': '2026-04-12T21:29:40Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=640&height=360'}]}, {'id': '93044072', 'timestamp': '2026-04-12T21:29:39Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=640&height=360'}]}, {'id': '93044071', 'timestamp': '2026-04-12T21:29:35Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=640&height=360'}]}, {'id': '93044070', 'timestamp': '2026-04-12T21:29:33Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=640&height=360'}]}, {'id': '92977463', 'timestamp': '2026-04-11T07:42:22Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=640&height=360'}]}, {'id': '93044067', 'timestamp': '2026-04-12T21:29:27Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Lieber Günther,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre wertschätzenden Worte. Es freut uns sehr, dass Sie Service, Auswahl und die Zubereitung unserer Gerichte so positiv erlebt haben und Ihnen sowohl die Sushi-Platte als auch das Menü zugesagt haben.\n\nWir schätzen Ihr Feedback und freuen uns darauf, Sie bei Gelegenheit wieder im Vox Restaurant begrüßen zu dürfen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:04:36Z'}",
OT-10170-2101438351-360088436526,Sehr freundlicher und kompetenter Service. Sehr leckere vielseitige Gerichte und sehr leckere Desserts.,2026-04-09T19:00:00Z,2026-04-11T07:45:57Z,"{'name': 'Günther', 'number_of_reviews': 5, 'location': 'SH'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 4, 'value': 4, 'noise': 'Quiet'}","[{'id': '92977464', 'timestamp': '2026-04-11T07:42:23Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92977464-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92977464-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977464-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92977464-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977464-1?width=640&height=360'}]}, {'id': '92977463', 'timestamp': '2026-04-11T07:42:22Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,,
OT-10170-2101433822-390051059339,Ein wunderbarer Abend mit einer hervorragenden Servicekraft (der ganz bunte junge Mann) - er hat unseren Besuch sehr aufgewertet. Auch das Entree war sehr angenehm. Ich bin sehr dankbar.,2026-04-06T17:30:00Z,2026-04-07T04:33:23Z,"{'name': 'imke', 'number_of_reviews': 5, 'location': 'Hamburg'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '92809915', 'timestamp': '2026-04-07T04:33:28Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92809915-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92809915-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92809915-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92809915-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92809915-1?width=640&height=360'}]}, {'id': '92809916', 'timestamp': '2026-04-07T04:33:31Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92809916-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92809916-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92809916-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92809916-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92809916-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Liebe imke,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre freundlichen Worte. Es freut uns sehr, dass Sie einen gelungenen Abend hatten und sich bei uns gut umsorgt fühlten. Auch dass das Entree Ihren Erwartungen entsprochen hat, ist schön zu hören.\n\nWir schätzen Ihr Feedback und freuen uns darauf, Sie bei Gelegenheit erneut im Vox Restaurant & Bar zu begrüßen.\n\nHerzliche Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:05:52Z'}",
OT-10170-2101438115-360059424436,"Es war mit Abstand das schönste Abendessen der letzten Monate. Nicht zu topen was die zurückhaltende äußerst höfliche Präsenz des Personals. Was für eine Ausnahmeerfahrung. Der erste Spargel für dieses Jahr war Mega. 
Christian",2026-04-03T15:00:00Z,2026-04-04T09:27:56Z,"{'number_of_reviews': 2, 'location': 'Sachsen'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Quiet'}","[{'id': '92688348', 'timestamp': '2026-04-04T09:27:26Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92688348-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92688348-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92688348-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92688348-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92688348-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Lieber Christian,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre wertschätzenden Worte. Es freut uns sehr, dass Sie Ihren Abend bei uns als besonders gelungen empfunden haben und unser Team Ihnen eine so angenehme Begleitung bieten konnte. Auch dass Ihnen der erste Spargel der Saison zugesagt hat, ist schön zu hören.\n\nWir schätzen Ihr Feedback und freuen uns darauf, Sie bald wieder im Vox Restaurant & Bar begrüßen zu dürfen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:06:58Z'}",
OT-10170-2101437888-100066672570,"Exzellenter Service und Team
 Wirklich großartige Essenauswahl 

Nur die Stühle könnten gemütlicher sein. Die haben eher Frühstücksraum Charakter",2026-03-31T18:30:00Z,2026-04-01T10:04:08Z,"{'name': 'BenjaminR', 'number_of_reviews': 1, 'location': 'Raum New York'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Quiet'}",,r/vox-restaurant-berlin,"{'content': 'Lieber BenjaminR,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre positiven Rückmeldungen. Es freut uns, dass Service, Team und die Auswahl unserer Speisen Ihren Geschmack getroffen haben.\n\nIhre Anmerkung zu den Stühlen nehmen wir wertschätzend zur Kenntnis. Unser Ziel ist es, neben der Küche auch den Aufenthalt insgesamt angenehm zu gestalten.\n\nWir freuen uns, Sie bei nächster Gelegenheit wieder im Vox Restaurant & Bar zu begrüßen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:07:22Z'}",
OT-10170-2101438030-350047139585,"Es war ein sehr schöner Abend für uns im Vox.
Aufmerksamer Service , gute Weinauswahl , sehr leckere Sushi , vom Sushimeister toll kreiert und präsentiert..😋🙏👌",2026-03-31T17:00:00Z,2026-04-17T15:53:41Z,"{'name': 'Andree', 'number_of_reviews': 9, 'location': 'Sachsen'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '93208008', 'timestamp': '2026-04-17T15:53:52Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93208008-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93208008-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93208008-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93208008-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93208008-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Lieber Andree,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre freundlichen Worte. Es freut uns sehr, dass Sie einen angenehmen Abend bei uns hatten und Service, Weinauswahl sowie unsere Sushi so positiv hervorheben.\n\nIhr Lob an unser Team, insbesondere an die Sushi-Küche, wissen wir sehr zu schätzen. Wir würden uns freuen, Sie bei einer nächsten Gelegenheit wieder im Vox Restaurant & Bar begrüßen zu dürfen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T06:59:57Z'}",
OT-10170-2101437823-100065339960,"Wieder einmal super Abend.
Essen und Service top, wir freuen uns schon auf‘s nächste Mal.",2026-03-28T18:00:00Z,2026-03-29T10:47:20Z,"{'name': 'Robert', 'number_of_reviews': 3, 'location': 'Las Vegas'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 4, 'noise': 'Do Not Recall'}",,r/vox-restaurant-berlin,"{'content': 'Lieber Robert,\n\nhaben Sie vielen Dank für Ihren erneuten Besuch und Ihre freundlichen Worte. Es freut uns sehr, dass Ihnen Essen und Service gefallen haben und Sie einen rundum angenehmen Abend bei uns verbracht haben.\n\nWir schätzen Ihre Treue und freuen uns darauf, Sie bei nächster Gelegenheit wieder im Vox Restaurant & Bar zu begrüßen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-22T09:54:42Z'}",
OT-10170-2101438697-330068774883,"Das Essen war ganz wunderbar, super ansprechend angerichtet und auch geschmacklich hervorragend. Gehobene Qualität auf allen Ebenen. Freundliches Personal und tolle Atmosphäre. Ich komme auf jeden Fall wieder.",2026-04-20T17:15:00Z,2026-04-21T15:07:40Z,"{'name': 'Anke', 'number_of_reviews': 1, 'location': 'Berlin'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '93313841', 'timestamp': '2026-04-21T15:07:43Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93313841-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93313841-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93313841-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93313841-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93313841-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Liebe Anke,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre freundlichen Worte. Es freut uns sehr, dass Ihnen die Präsentation und der Geschmack unserer Gerichte, die Atmosphäre sowie die Aufmerksamkeit unseres Teams so gut gefallen haben.\n\nWir wissen Ihr Feedback zu schätzen und freuen uns darauf, Sie bei nächster Gelegenheit wieder im Vox Restaurant & Bar zu begrüßen.\n\nViele Grüße,\nIhr Vox-Team', 'date': '2026-04-22T09:55:42Z'}",
OT-10170-2101438336-300090010560,die Küche war ausgezeichnet und der Service sehr aufmerksam,2026-04-15T15:45:00Z,2026-04-16T16:27:11Z,"{'name': 'Olaf', 'number_of_reviews': 1, 'location': 'Berlin'}","{'overall': 5, 'food': 5, 'service': 4, 'ambience': 4, 'value': 4, 'noise': 'Moderate'}",,r/vox-restaurant-berlin,"{'content': 'Lieber Olaf,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre freundlichen Worte. Es freut uns sehr, dass Ihnen unsere Küche zugesagt hat und Sie sich vom Service gut betreut fühlten.\n\nWir schätzen Ihr Feedback und freuen uns darauf, Sie bald wieder im Vox Restaurant & Bar begrüßen zu dürfen.\n\nHerzliche Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:00:22Z'}",
OT-10170-2101436944-380081356648,"Irre, einfach irre.

Uns fehlen immernoch die Worte. Wir hatten einen fantastischen Abend bei Euch.

Service top, Essen top.... Wahnsinn, einfach Wahnsinn!!!!",2026-04-13T15:00:00Z,2026-04-13T20:59:56Z,"{'name': 'Katarina', 'number_of_reviews': 3, 'location': 'Berlin'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 5, 'value': 5, 'noise': 'Do Not Recall'}","[{'id': '93080014', 'timestamp': '2026-04-13T21:00:00Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080014-1?width=640&height=360'}]}, {'id': '93080015', 'timestamp': '2026-04-13T21:00:00Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080015-1?width=640&height=360'}]}, {'id': '93080016', 'timestamp': '2026-04-13T21:00:00Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93080016-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Liebe Katarina,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre warmen Worte. Es freut uns sehr, dass Sie einen gelungenen Abend bei uns verbracht haben und Service wie Küche überzeugen konnten.\n\nWir wissen Ihr Feedback zu schätzen und freuen uns darauf, Sie bald wieder im Vox Restaurant begrüßen zu dürfen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:01:29Z'}",
OT-10170-2101438362-360088436526,"Sehr freundliche und kompetente Bedienung.
Wir waren von der Vielfalt des Speiseangebotes überrascht. Wir hatten uns  eine exzellente große Sushi- Platte sowie das 5-Gang Menü gegönnt. Alle Gerichte waren auf ganz hohem Niveau zubereitet und waren extrem lecker. Das Dessert war die Krönung „bestes Cremé Brûllée“, welches in den letzten Jahren gekostet habe. Das VOX in Berlin kann ich allen Gourmet-Freunden wärmsten empfehlen.",2026-04-11T16:30:00Z,2026-04-12T21:29:47Z,"{'name': 'Günther', 'number_of_reviews': 5, 'location': 'SH'}","{'overall': 5, 'food': 5, 'service': 5, 'ambience': 4, 'value': 5, 'noise': 'Quiet'}","[{'id': '93044076', 'timestamp': '2026-04-12T21:29:42Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044076-1?width=640&height=360'}]}, {'id': '93044073', 'timestamp': '2026-04-12T21:29:40Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044073-1?width=640&height=360'}]}, {'id': '93044072', 'timestamp': '2026-04-12T21:29:39Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044072-1?width=640&height=360'}]}, {'id': '93044071', 'timestamp': '2026-04-12T21:29:35Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044071-1?width=640&height=360'}]}, {'id': '93044070', 'timestamp': '2026-04-12T21:29:33Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044070-1?width=640&height=360'}]}, {'id': '92977463', 'timestamp': '2026-04-11T07:42:22Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/92977463-1?width=640&height=360'}]}, {'id': '93044067', 'timestamp': '2026-04-12T21:29:27Z', 'variants': [{'size': 'small', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=160&height=160'}, {'size': 'medium', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=320&height=320'}, {'size': 'xlarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=752&height=752'}, {'size': 'wideMedium', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=320&height=180'}, {'size': 'wideLarge', 'url': 'https://resizer.otstatic.com/v4/photos/93044067-1?width=640&height=360'}]}]",r/vox-restaurant-berlin,"{'content': 'Lieber Günther,\n\nhaben Sie vielen Dank für Ihren Besuch und Ihre wertschätzenden Worte. Es freut uns sehr, dass Sie Service, Auswahl und die Zubereitung unserer Gerichte so positiv erlebt haben und Ihnen sowohl die Sushi-Platte als auch das Menü zugesagt haben.\n\nWir schätzen Ihr Feedback und freuen uns darauf, Sie bei Gelegenheit wieder im Vox Restaurant begrüßen zu dürfen.\n\nBeste Grüße,\nIhr Vox-Team', 'date': '2026-04-21T07:04:36Z'}",
